index,id,category,sort
399,169457923,dien-thoai-may-tinh-bang,"price,desc"
400,162593229,dien-thoai-may-tinh-bang,"price,desc"
402,141087694,dien-thoai-may-tinh-bang,top_seller
403,205815614,dien-thoai-may-tinh-bang,top_seller
404,150724369,dien-thoai-may-tinh-bang,top_seller
408,123345348,dien-thoai-may-tinh-bang,top_seller
409,181977398,dien-thoai-may-tinh-bang,top_seller
410,197652030,dien-thoai-may-tinh-bang,top_seller
411,195311658,dien-thoai-may-tinh-bang,top_seller
412,164213695,dien-thoai-may-tinh-bang,top_seller
414,246167380,dien-thoai-may-tinh-bang,top_seller
416,191820153,dien-thoai-may-tinh-bang,top_seller
418,252676884,dien-thoai-may-tinh-bang,top_seller
419,198363821,dien-thoai-may-tinh-bang,top_seller
420,248766283,dien-thoai-may-tinh-bang,top_seller
421,178575037,dien-thoai-may-tinh-bang,top_seller
425,225936344,dien-thoai-may-tinh-bang,top_seller
427,171190775,dien-thoai-may-tinh-bang,top_seller
428,155339564,dien-thoai-may-tinh-bang,top_seller
430,65492829,dien-thoai-may-tinh-bang,top_seller
431,230203067,dien-thoai-may-tinh-bang,top_seller
433,209399977,dien-thoai-may-tinh-bang,top_seller
434,180381390,dien-thoai-may-tinh-bang,top_seller
436,141663080,dien-thoai-may-tinh-bang,top_seller
437,164318603,dien-thoai-may-tinh-bang,top_seller
438,248745868,dien-thoai-may-tinh-bang,top_seller
439,169547788,dien-thoai-may-tinh-bang,top_seller
440,251772653,dien-thoai-may-tinh-bang,top_seller
442,162866839,dien-thoai-may-tinh-bang,newest
450,129167418,dien-thoai-may-tinh-bang,newest
451,214143153,dien-thoai-may-tinh-bang,newest
452,247925719,dien-thoai-may-tinh-bang,newest
453,194034217,dien-thoai-may-tinh-bang,newest
460,195333531,dien-thoai-may-tinh-bang,newest
461,172178476,dien-thoai-may-tinh-bang,newest
462,173387789,dien-thoai-may-tinh-bang,newest
464,249143473,dien-thoai-may-tinh-bang,newest
469,193310183,dien-thoai-may-tinh-bang,newest
470,149776401,dien-thoai-may-tinh-bang,newest
474,143359355,dien-thoai-may-tinh-bang,newest
481,253443894,dien-thoai-may-tinh-bang,"price,asc"
482,253443788,dien-thoai-may-tinh-bang,"price,asc"
483,253443652,dien-thoai-may-tinh-bang,"price,asc"
484,252072957,dien-thoai-may-tinh-bang,"price,asc"
485,253407100,dien-thoai-may-tinh-bang,"price,asc"
486,253395356,dien-thoai-may-tinh-bang,"price,asc"
487,252073070,dien-thoai-may-tinh-bang,"price,asc"
488,251930381,dien-thoai-may-tinh-bang,"price,asc"
490,253376519,dien-thoai-may-tinh-bang,"price,asc"
492,245769514,dien-thoai-may-tinh-bang,"price,asc"
493,251930431,dien-thoai-may-tinh-bang,"price,asc"
494,251930461,dien-thoai-may-tinh-bang,"price,asc"
495,252073205,dien-thoai-may-tinh-bang,"price,asc"
496,252072952,dien-thoai-may-tinh-bang,"price,asc"
497,252072977,dien-thoai-may-tinh-bang,"price,asc"
498,252073027,dien-thoai-may-tinh-bang,"price,asc"
499,252073000,dien-thoai-may-tinh-bang,"price,asc"
501,252073151,dien-thoai-may-tinh-bang,"price,asc"
502,252073241,dien-thoai-may-tinh-bang,"price,asc"
503,252073167,dien-thoai-may-tinh-bang,"price,asc"
504,251930331,dien-thoai-may-tinh-bang,"price,asc"
505,252073036,dien-thoai-may-tinh-bang,"price,asc"
506,252072963,dien-thoai-may-tinh-bang,"price,asc"
507,252073104,dien-thoai-may-tinh-bang,"price,asc"
513,252865847,dien-thoai-may-tinh-bang,"price,asc"
519,252423003,dien-thoai-may-tinh-bang,"price,asc"
520,252392905,dien-thoai-may-tinh-bang,"price,asc"
521,252073258,dien-thoai-may-tinh-bang,"price,desc"
523,249287176,dien-thoai-may-tinh-bang,"price,desc"
524,243088208,dien-thoai-may-tinh-bang,"price,desc"
525,200817447,dien-thoai-may-tinh-bang,"price,desc"
526,117929342,dien-thoai-may-tinh-bang,"price,desc"
527,144201385,dien-thoai-may-tinh-bang,"price,desc"
528,197651936,dien-thoai-may-tinh-bang,"price,desc"
529,226552005,dien-thoai-may-tinh-bang,"price,desc"
530,121154009,dien-thoai-may-tinh-bang,"price,desc"
531,87866915,dien-thoai-may-tinh-bang,"price,desc"
532,174085242,dien-thoai-may-tinh-bang,"price,desc"
533,201001781,dien-thoai-may-tinh-bang,"price,desc"
535,248235765,dien-thoai-may-tinh-bang,"price,desc"
536,217276360,dien-thoai-may-tinh-bang,"price,desc"
537,4048581,dien-thoai-may-tinh-bang,"price,desc"
538,243088234,dien-thoai-may-tinh-bang,"price,desc"
540,224873580,dien-thoai-may-tinh-bang,"price,desc"
541,198188259,dien-thoai-may-tinh-bang,"price,desc"
542,198188785,dien-thoai-may-tinh-bang,"price,desc"
543,217267741,dien-thoai-may-tinh-bang,"price,desc"
544,198084820,dien-thoai-may-tinh-bang,"price,desc"
545,197960169,dien-thoai-may-tinh-bang,"price,desc"
546,16523479,dien-thoai-may-tinh-bang,"price,desc"
548,248230301,dien-thoai-may-tinh-bang,"price,desc"
549,249734070,dien-thoai-may-tinh-bang,"price,desc"
550,84757299,dien-thoai-may-tinh-bang,"price,desc"
551,248185860,dien-thoai-may-tinh-bang,"price,desc"
553,252073013,dien-thoai-may-tinh-bang,"price,desc"
554,248185228,dien-thoai-may-tinh-bang,"price,desc"
555,249851724,dien-thoai-may-tinh-bang,"price,desc"
556,252073020,dien-thoai-may-tinh-bang,"price,desc"
557,125171841,dien-thoai-may-tinh-bang,"price,desc"
558,214083395,dien-thoai-may-tinh-bang,"price,desc"
559,91836155,dien-thoai-may-tinh-bang,"price,desc"
560,196176544,dien-thoai-may-tinh-bang,"price,desc"
561,196200655,dien-thoai-may-tinh-bang,"price,desc"
562,194037967,dien-thoai-may-tinh-bang,"price,desc"
563,196200197,dien-thoai-may-tinh-bang,"price,desc"
564,193208254,dien-thoai-may-tinh-bang,"price,desc"
565,193209870,dien-thoai-may-tinh-bang,"price,desc"
566,199540391,dien-thoai-may-tinh-bang,"price,desc"
567,217422737,dien-thoai-may-tinh-bang,"price,desc"
570,230008424,dien-thoai-may-tinh-bang,"price,desc"
571,168055450,dien-thoai-may-tinh-bang,"price,desc"
572,174599533,dien-thoai-may-tinh-bang,"price,desc"
574,168062573,dien-thoai-may-tinh-bang,"price,desc"
575,162583980,dien-thoai-may-tinh-bang,"price,desc"
576,174598949,dien-thoai-may-tinh-bang,"price,desc"
577,188127351,dien-thoai-may-tinh-bang,"price,desc"
578,195231834,dien-thoai-may-tinh-bang,"price,desc"
579,188043025,dien-thoai-may-tinh-bang,"price,desc"
580,193366048,dien-thoai-may-tinh-bang,"price,desc"
581,188044095,dien-thoai-may-tinh-bang,"price,desc"
582,193207892,dien-thoai-may-tinh-bang,"price,desc"
583,193208070,dien-thoai-may-tinh-bang,"price,desc"
584,196094112,dien-thoai-may-tinh-bang,"price,desc"
585,197605015,dien-thoai-may-tinh-bang,"price,desc"
586,196562133,dien-thoai-may-tinh-bang,"price,desc"
587,225957987,dien-thoai-may-tinh-bang,"price,desc"
588,225958846,dien-thoai-may-tinh-bang,"price,desc"
589,194961039,dien-thoai-may-tinh-bang,"price,desc"
590,196200121,dien-thoai-may-tinh-bang,"price,desc"
592,225938665,dien-thoai-may-tinh-bang,"price,desc"
593,117347869,dien-thoai-may-tinh-bang,"price,desc"
594,173390458,dien-thoai-may-tinh-bang,"price,desc"
595,169266793,dien-thoai-may-tinh-bang,"price,desc"
598,196282517,dien-thoai-may-tinh-bang,"price,desc"
599,186591556,dien-thoai-may-tinh-bang,"price,desc"
600,196282354,dien-thoai-may-tinh-bang,"price,desc"
603,179589103,dien-thoai-may-tinh-bang,top_seller
604,119464777,dien-thoai-may-tinh-bang,top_seller
606,58065346,dien-thoai-may-tinh-bang,top_seller
609,125753416,dien-thoai-may-tinh-bang,top_seller
610,212441034,dien-thoai-may-tinh-bang,top_seller
612,170448099,dien-thoai-may-tinh-bang,top_seller
616,197666071,dien-thoai-may-tinh-bang,top_seller
620,153581522,dien-thoai-may-tinh-bang,top_seller
621,217504285,dien-thoai-may-tinh-bang,top_seller
622,174630782,dien-thoai-may-tinh-bang,top_seller
625,212261734,dien-thoai-may-tinh-bang,top_seller
626,134844715,dien-thoai-may-tinh-bang,top_seller
627,195317118,dien-thoai-may-tinh-bang,top_seller
629,188698092,dien-thoai-may-tinh-bang,top_seller
631,197653568,dien-thoai-may-tinh-bang,top_seller
634,137582801,dien-thoai-may-tinh-bang,top_seller
635,181927801,dien-thoai-may-tinh-bang,top_seller
636,118130919,dien-thoai-may-tinh-bang,top_seller
637,137864049,dien-thoai-may-tinh-bang,top_seller
638,181264344,dien-thoai-may-tinh-bang,top_seller
639,248754839,dien-thoai-may-tinh-bang,top_seller
641,207475461,dien-thoai-may-tinh-bang,newest
644,167495996,dien-thoai-may-tinh-bang,newest
650,125753599,dien-thoai-may-tinh-bang,newest
651,6597807,dien-thoai-may-tinh-bang,newest
653,215455584,dien-thoai-may-tinh-bang,newest
656,135332196,dien-thoai-may-tinh-bang,newest
658,171685825,dien-thoai-may-tinh-bang,newest
663,181928208,dien-thoai-may-tinh-bang,newest
664,217511921,dien-thoai-may-tinh-bang,newest
667,4065031,dien-thoai-may-tinh-bang,newest
671,215902961,dien-thoai-may-tinh-bang,newest
675,250113073,dien-thoai-may-tinh-bang,newest
677,105830021,dien-thoai-may-tinh-bang,newest
679,43924153,dien-thoai-may-tinh-bang,newest
680,212924392,dien-thoai-may-tinh-bang,newest
682,252229816,dien-thoai-may-tinh-bang,"price,asc"
684,251930450,dien-thoai-may-tinh-bang,"price,asc"
685,252073087,dien-thoai-may-tinh-bang,"price,asc"
687,252072962,dien-thoai-may-tinh-bang,"price,asc"
690,251545952,dien-thoai-may-tinh-bang,"price,asc"
693,249782771,dien-thoai-may-tinh-bang,"price,asc"
694,251514670,dien-thoai-may-tinh-bang,"price,asc"
696,251448280,dien-thoai-may-tinh-bang,"price,asc"
697,251407092,dien-thoai-may-tinh-bang,"price,asc"
